tb_id,tb_short_name,tb_full_name,old_gosb_name,old_gosb_id,new_gosb_name,new_gosb_id,isu_branch_id,isu_branch_name,web_gosb_id,pirs_gosb_id,pirs_gosb_name,utc_timezone,timezone_violation_msk,region_id,region_name,inserted_dttm,author_login
18,ББ,Байкальский банк,Иркутское ГОСБ № 8586,8586,Иркутское ГОСБ № 8586,8586,13627.0,Иркутское,1019.0,8586.0,ИРКУТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8586,8,5,38.0,Иркутская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
70,ДВБ,Дальневосточный банк,Северо-Восточное ГОСБ № 8645,8645,Северо-Восточное ГОСБ № 8645,8645,18109.0,Северо-Восточное,1105.0,8645.0,СЕВЕРО-ВОСТОЧНОЕ ОТДЕЛЕНИЕ №8645,11,8,49.0,Магаданская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Мордовское ГОСБ № 8589,8589,Мордовское ГОСБ № 8589,8589,10875.0,Мордовское,1046.0,8589.0,МОРДОВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8589,3,0,13.0,Республика Мордовия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
42,ВВБ,Волго-Вятский банк,Чувашское ГОСБ № 8613,8613,Чувашское ГОСБ № 8613,8613,10879.0,Чувашское,1050.0,8613.0,ЧУВАШСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8613,3,0,21.0,Чувашская Республика - Чувашия,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
13,ЦЧБ,Центрально-Черноземный банк,Аппарат ЦЧБ,130000,Аппарат ЦЧБ,130000,10856.0,Центр.-Черноземный банк,1007.0,9013.0,ВОРОНЕЖСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №9013,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
44,СибБ,Сибирский банк,Норильское отделение,7449,Норильское отделение,7449,,Норильское,1057.0,8646.0,КРАСНОЯРСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8646,7,4,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
38,МБ,Московский банк,ВЕРНАДСКОЕ ОТДЕЛЕНИЕ,7970,Аппарат МБ,9038,,Московский банк,1029.0,3806.0,ЮГО-ЗАПАДНОЕ,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
16,УБ,Уральский банк,Сургутское ГОСБ № 5941,5941,Югорское ГОСБ № 5940,5940,11622.0,Югорское,1010.0,,"""""""""""""""""""""""""""""",5,2,86.0,Ханты-Мансийский АО - Югра,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
40,СРБ,Среднерусский банк,Ярославское ГОСБ № 17,17,Ярославское ГОСБ № 17,17,4284.0,Ярославское,1031.0,17.0,ЯРОСЛАВСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №17,3,0,76.0,Ярославская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Аппарат СЗБ,550000,Аппарат СЗБ,550000,10867.0,Северо-Западный банк,1098.0,9055.0,САНКТ-ПЕТЕРБУРГСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ 9055,3,0,,,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
70,ДВБ,Дальневосточный банк,Камчатское ГОСБ № 8556,8556,Камчатское ГОСБ № 8556,8556,19960.0,Камчатское,1100.0,8556.0,КАМЧАТСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8556,12,9,41.0,Камчатский край,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
55,СЗБ,Северо-Западный банк,Архангельское ГОСБ № 8637,8637,Архангельское ГОСБ № 8637,8637,4285.0,Архангельское,1094.0,8637.0,АРХАНГЕЛЬСКОЕ ГОЛОВНОЕ ОТДЕЛЕНИЕ №8637,3,0,29.0,Архангельская область,2025-07-10 15:45:10,71545168 (Тестова Тестина Демовна [user00001@fake.test])
